"","Chrom","pOXA-48","pKP112","pOXA-48_30715","pOXA-48_k8"
"3171","Sebaldella_termitidis_ATCC_33386_",29,29,0,0
"1392","Sedimentitalea_nanhaiensis_DSM_24252_",35,35,0,0
"3305","Sedimentitalea_nanhaiensis_DSM_24252_",35,35,0,0
"1553","Segniliparus_rotundus_DSM_44985_",19,19,0,9
"3466","Segniliparus_rotundus_DSM_44985_",19,19,0,9
"1667","Segniliparus_rugosus_ATCC_BAA-974_",21,21,0,0
"3580","Segniliparus_rugosus_ATCC_BAA-974_",21,21,0,0
"1547","Selenomonas_flueggei_ATCC_43531_",121,244,0,0
"3460","Selenomonas_flueggei_ATCC_43531_",121,244,0,0
"1670","Selenomonas_infelix_ATCC_43532_",110,110,0,0
"3583","Selenomonas_infelix_ATCC_43532_",110,110,0,0
"1445","Selenomonas_noxia_ATCC_43541_",50,50,40,40
"3358","Selenomonas_noxia_ATCC_43541_",50,50,40,40
"1729","Selenomonas_noxia_F0398_",97,97,0,0
"3642","Selenomonas_noxia_F0398_",97,97,0,0
"1302","Selenomonas_sputigena_ATCC_35185_",58,58,0,0
"3215","Selenomonas_sputigena_ATCC_35185_",58,58,0,0
"195","Serratia_grimesii_",30,30,0,30
"2108","Serratia_grimesii_",30,30,0,30
"552","Serratia_marcescens_subsp._marcescens_Db11_",115,97,76,93
"2465","Serratia_marcescens_subsp._marcescens_Db11_",115,97,76,93
"196","Serratia_plymuthica_",33,33,0,18
"2109","Serratia_plymuthica_",33,33,0,18
"927","Serratia_proteamaculans_568_",29,29,0,17
"2840","Serratia_proteamaculans_568_",29,29,0,17
"234","Serratia_sp._ATCC_39006_",34,34,0,11
"2147","Serratia_sp._ATCC_39006_",34,34,0,11
"1387","Serratia_symbiotica_str._'Cinara_cedri'_",28,28,28,28
"3300","Serratia_symbiotica_str._'Cinara_cedri'_",28,28,28,28
"709","Shewanella_amazonensis_SB2B_",29,29,0,13
"2622","Shewanella_amazonensis_SB2B_",29,29,0,13
"679","Shewanella_denitrificans_OS217_",24,24,0,18
"2592","Shewanella_denitrificans_OS217_",24,24,0,18
"680","Shewanella_frigidimarina_NCIMB_400_",29,90,0,13
"2593","Shewanella_frigidimarina_NCIMB_400_",29,90,0,13
"1075","Shewanella_halifaxensis_HAW-EB4_",35,35,0,18
"2988","Shewanella_halifaxensis_HAW-EB4_",35,35,0,18
"703","Shewanella_loihica_PV-4_",32,32,0,15
"2616","Shewanella_loihica_PV-4_",32,32,0,15
"377","Shewanella_oneidensis_MR-1_",148,148,71,102
"2290","Shewanella_oneidensis_MR-1_",148,148,71,102
"922","Shewanella_pealeana_ATCC_700345_",30,30,0,17
"2835","Shewanella_pealeana_ATCC_700345_",30,30,0,17
"410","Shewanella_piezotolerans_WP3_",29,29,0,18
"2323","Shewanella_piezotolerans_WP3_",29,29,0,18
"686","Shewanella_putrefaciens_CN-32_",29,145,0,28
"2599","Shewanella_putrefaciens_CN-32_",29,145,0,28
"990","Shewanella_sediminis_HAW-EB3_",34,34,0,20
"2903","Shewanella_sediminis_HAW-EB3_",34,34,0,20
"218","Shewanella_sp._ANA-3_",36,36,0,17
"2131","Shewanella_sp._ANA-3_",36,36,0,17
"1543","Shewanella_violacea_DSS12_",79,79,77,91
"3456","Shewanella_violacea_DSS12_",79,79,77,91
"890","Shewanella_woodyi_ATCC_51908_",32,32,0,16
"2803","Shewanella_woodyi_ATCC_51908_",32,32,0,16
"344","Shigella_flexneri_2a_str._301_",147,130,84,148
"2257","Shigella_flexneri_2a_str._301_",147,130,84,148
"1521","Shimwellia_blattae_DSM_4481_=_NBRC_105725_",74,66,38,82
"3434","Shimwellia_blattae_DSM_4481_=_NBRC_105725_",74,66,38,82
"1426","Sideroxydans_lithotrophicus_ES-1_",20,20,0,25
"3339","Sideroxydans_lithotrophicus_ES-1_",20,20,0,25
"1574","Silicibacter_lacuscaerulensis_ITI-1157_",32,32,0,22
"3487","Silicibacter_lacuscaerulensis_ITI-1157_",32,32,0,22
"1573","Silicibacter_sp._TrichCH4B_",40,40,4,4
"3486","Silicibacter_sp._TrichCH4B_",40,40,4,4
"722","Simkania_negevensis_Z_",75,75,91,99
"2635","Simkania_negevensis_Z_",75,75,91,99
"1562","Simonsiella_muelleri_ATCC_29453_",0,0,0,36
"3475","Simonsiella_muelleri_ATCC_29453_",0,0,0,36
"7","Sinorhizobium_fredii_NGR234_",99,99,0,74
"1920","Sinorhizobium_fredii_NGR234_",99,99,0,74
"806","Sinorhizobium_medicae_WSM419_",0,0,0,24
"2719","Sinorhizobium_medicae_WSM419_",0,0,0,24
"515","Sinorhizobium_meliloti_1021_",119,119,61,92
"2428","Sinorhizobium_meliloti_1021_",119,119,61,92
"1597","Slackia_exigua_ATCC_700122_",63,63,0,16
"3510","Slackia_exigua_ATCC_700122_",63,63,0,16
"750","Sodalis_glossinidius_str._'morsitans'_",0,2,0,59
"2663","Sodalis_glossinidius_str._'morsitans'_",0,2,0,59
"63","Solemya_velum_gill_symbiont_",39,39,0,0
"1976","Solemya_velum_gill_symbiont_",39,39,0,0
"1734","Solobacterium_moorei_F0204_",26,26,0,26
"3647","Solobacterium_moorei_F0204_",26,26,0,26
"1049","Sorangium_cellulosum_So_ce56_",113,113,53,60
"2962","Sorangium_cellulosum_So_ce56_",113,113,53,60
"1130","Sphaerobacter_thermophilus_DSM_20745_",29,29,0,0
"3043","Sphaerobacter_thermophilus_DSM_20745_",29,29,0,0
"1806","Sphingobacterium_sp._21_",26,26,0,0
"3719","Sphingobacterium_sp._21_",26,26,0,0
"1249","Sphingobacterium_spiritivorum_ATCC_33861_",27,44,27,46
"3162","Sphingobacterium_spiritivorum_ATCC_33861_",27,44,27,46
"120","Sphingobium_chlorophenolicum_",131,131,0,54
"2033","Sphingobium_chlorophenolicum_",131,131,0,54
"1059","Sphingobium_japonicum_UT26S_",93,93,25,47
"2972","Sphingobium_japonicum_UT26S_",93,93,25,47
"1517","Sphingobium_sp._SYK-6_",61,103,0,16
"3430","Sphingobium_sp._SYK-6_",61,103,0,16
"69","Sphingobium_yanoikuyae_",109,120,32,42
"1982","Sphingobium_yanoikuyae_",109,120,32,42
"68","Sphingomonas_paucimobilis_",118,136,0,68
"1981","Sphingomonas_paucimobilis_",118,136,0,68
"646","Sphingomonas_sp._SKA58_",15,15,0,0
"2559","Sphingomonas_sp._SKA58_",15,15,0,0
"889","Sphingomonas_wittichii_RW1_",29,29,0,0
"2802","Sphingomonas_wittichii_RW1_",29,29,0,0
"677","Sphingopyxis_alaskensis_RB2256_",0,14,0,0
"2590","Sphingopyxis_alaskensis_RB2256_",0,14,0,0
"1630","Spirochaeta_thermophila_DSM_6192_",14,14,0,0
"3543","Spirochaeta_thermophila_DSM_6192_",14,14,0,0
"247","Stanieria_cyanosphaera_PCC_7437_",20,20,0,0
"2160","Stanieria_cyanosphaera_PCC_7437_",20,20,0,0
"28","Staphylococcus_aureus_",106,129,84,54
"1941","Staphylococcus_aureus_",106,129,84,54
"1008","Staphylococcus_capitis_C87_",132,132,80,31
"2921","Staphylococcus_capitis_C87_",132,132,80,31
"1250","Staphylococcus_caprae_M23864:W1_",28,36,0,23
"3163","Staphylococcus_caprae_M23864:W1_",28,36,0,23
"907","Staphylococcus_carnosus_subsp._carnosus_TM300_",36,36,15,37
"2820","Staphylococcus_carnosus_subsp._carnosus_TM300_",36,36,15,37
"310","Staphylococcus_epidermidis_ATCC_12228_",93,120,76,44
"2223","Staphylococcus_epidermidis_ATCC_12228_",93,120,76,44
"309","Staphylococcus_epidermidis_RP62A_",112,112,93,58
"2222","Staphylococcus_epidermidis_RP62A_",112,112,93,58
"560","Staphylococcus_haemolyticus_JCSC1435_",104,104,76,63
"2473","Staphylococcus_haemolyticus_JCSC1435_",104,104,76,63
"1519","Staphylococcus_hominis_SK119_",24,24,0,20
"3432","Staphylococcus_hominis_SK119_",24,24,0,20
"1713","Staphylococcus_lugdunensis_HKU09-01_",25,25,0,24
"3626","Staphylococcus_lugdunensis_HKU09-01_",25,25,0,24
"748","Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_",19,19,0,20
"2661","Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_",19,19,0,20
"1487","Staphylococcus_warneri_L37603_",27,27,31,56
"3400","Staphylococcus_warneri_L37603_",27,27,31,56
"29","Staphylococcus_xylosus_",21,21,0,19
"1942","Staphylococcus_xylosus_",21,21,0,19
"1551","Starkeya_novella_DSM_506_",27,27,0,0
"3464","Starkeya_novella_DSM_506_",27,27,0,0
"1227","Stenotrophomonas_maltophilia_K279a_",154,234,77,93
"3140","Stenotrophomonas_maltophilia_K279a_",154,234,77,93
"863","Stenotrophomonas_maltophilia_R551-3_",0,0,0,34
"2776","Stenotrophomonas_maltophilia_R551-3_",0,0,0,34
"827","Stigmatella_aurantiaca_DW4-3-1_",107,107,82,95
"2740","Stigmatella_aurantiaca_DW4-3-1_",107,107,82,95
"374","Streptococcus_agalactiae_NEM316_",0,0,0,51
"2287","Streptococcus_agalactiae_NEM316_",0,0,0,51
"1737","Streptococcus_anginosus_F0211_",35,35,0,58
"3650","Streptococcus_anginosus_F0211_",35,35,0,58
"1136","Streptococcus_canis_FSL_Z3-227_",0,0,0,48
"3049","Streptococcus_canis_FSL_Z3-227_",0,0,0,48
"1628","Streptococcus_dysgalactiae_subsp._dysgalactiae_ATCC_27957_",0,0,0,35
"3541","Streptococcus_dysgalactiae_subsp._dysgalactiae_ATCC_27957_",0,0,0,35
"1851","Streptococcus_dysgalactiae_subsp._equisimilis_AC-2713_",76,76,38,110
"3764","Streptococcus_dysgalactiae_subsp._equisimilis_AC-2713_",76,76,38,110
"1087","Streptococcus_gordonii_str._Challis_substr._CH1_",36,50,36,36
"3000","Streptococcus_gordonii_str._Challis_substr._CH1_",36,50,36,36
"1875","Streptococcus_ictaluri_707-05_",0,0,0,31
"3788","Streptococcus_ictaluri_707-05_",0,0,0,31
"1874","Streptococcus_macacae_NCTC_11558_",0,0,0,60
"3787","Streptococcus_macacae_NCTC_11558_",0,0,0,60
"805","Streptococcus_mitis_B6_",0,16,0,15
"2718","Streptococcus_mitis_B6_",0,16,0,15
"1898","Streptococcus_mitis_bv._2_str._F0392_",0,0,10,27
"3811","Streptococcus_mitis_bv._2_str._F0392_",0,0,10,27
"467","Streptococcus_mitis_NCTC_12261_",0,60,8,8
"2380","Streptococcus_mitis_NCTC_12261_",0,60,8,8
"1439","Streptococcus_mitis_SK597_",0,43,0,0
"3352","Streptococcus_mitis_SK597_",0,43,0,0
"373","Streptococcus_mutans_UA159_",38,38,38,38
"2286","Streptococcus_mutans_UA159_",38,38,38,38
"1606","Streptococcus_oralis_ATCC_35037_",65,65,51,83
"3519","Streptococcus_oralis_ATCC_35037_",65,65,51,83
"817","Streptococcus_pneumoniae_D39_",37,37,37,37
"2730","Streptococcus_pneumoniae_D39_",37,37,37,37
"304","Streptococcus_pneumoniae_R6_",0,30,0,0
"2217","Streptococcus_pneumoniae_R6_",0,30,0,0
"303","Streptococcus_pneumoniae_TIGR4_",40,40,40,40
"2216","Streptococcus_pneumoniae_TIGR4_",40,40,40,40
"30","Streptococcus_pyogenes_",51,51,51,51
"1943","Streptococcus_pyogenes_",51,51,51,51
"1721","Streptococcus_ratti_FA-1_=_DSM_20564_",0,0,0,65
"3634","Streptococcus_ratti_FA-1_=_DSM_20564_",0,0,0,65
"857","Streptococcus_sanguinis_SK36_",43,43,43,66
"2770","Streptococcus_sanguinis_SK36_",43,43,43,66
"1009","Streptococcus_sp._C150_",0,0,0,31
"2922","Streptococcus_sp._C150_",0,0,0,31
"1370","Streptococcus_sp._M143_",0,0,12,27
"3283","Streptococcus_sp._M143_",0,0,12,27
"1371","Streptococcus_sp._M334_",0,0,8,25
"3284","Streptococcus_sp._M334_",0,0,8,25
"392","Streptococcus_uberis_0140J_",50,50,50,89
"2305","Streptococcus_uberis_0140J_",50,50,50,89
"1873","Streptococcus_urinalis_2285-97_",0,54,7,55
"3786","Streptococcus_urinalis_2285-97_",0,54,7,55
"160","Streptomyces_alboflavus_",87,87,62,62
"2073","Streptomyces_alboflavus_",87,87,62,62
"174","Streptomyces_albulus_",0,0,0,7
"2087","Streptomyces_albulus_",0,0,0,7
"415","Streptomyces_avermitilis_MA-4680_=_NBRC_14893_",34,59,0,0
"2328","Streptomyces_avermitilis_MA-4680_=_NBRC_14893_",34,59,0,0
"1832","Streptomyces_bingchenggensis_BCW-1_",121,248,83,83
"3745","Streptomyces_bingchenggensis_BCW-1_",121,248,83,83
"1030","Streptomyces_clavuligerus_ATCC_27064_",26,43,0,0
"2943","Streptomyces_clavuligerus_ATCC_27064_",26,43,0,0
"50","Streptomyces_glaucescens_",21,21,0,11
"1963","Streptomyces_glaucescens_",21,21,0,11
"1674","Streptomyces_scabiei_87.22_",45,45,0,0
"3587","Streptomyces_scabiei_87.22_",45,45,0,0
"1464","Streptomyces_sp._AA4_",0,0,0,17
"3377","Streptomyces_sp._AA4_",0,0,0,17
"1635","Subdoligranulum_sp._4_3_54A2FAA_",0,186,0,0
"3548","Subdoligranulum_sp._4_3_54A2FAA_",0,186,0,0
"960","Subdoligranulum_variabile_DSM_15176_",10,10,0,10
"2873","Subdoligranulum_variabile_DSM_15176_",10,10,0,10
"197","Sulfitobacter_mediterraneus_",28,28,0,0
"2110","Sulfitobacter_mediterraneus_",28,28,0,0
"1741","Sulfuricurvum_kujiense_DSM_16994_",23,23,0,0
"3654","Sulfuricurvum_kujiense_DSM_16994_",23,23,0,0
"362","Sulfurihydrogenibium_azorense_Az-Fu1_",41,41,0,0
"2275","Sulfurihydrogenibium_azorense_Az-Fu1_",41,41,0,0
"1011","Sulfurihydrogenibium_sp._YO3AOP1_",14,14,0,0
"2924","Sulfurihydrogenibium_sp._YO3AOP1_",14,14,0,0
"1372","Sulfurimonas_autotrophica_DSM_16294_",26,26,0,0
"3285","Sulfurimonas_autotrophica_DSM_16294_",26,26,0,0
"710","Sulfurimonas_denitrificans_DSM_1251_",24,24,0,0
"2623","Sulfurimonas_denitrificans_DSM_1251_",24,24,0,0
"1856","Sulfurospirillum_barnesii_SES-3_",22,22,0,0
"3769","Sulfurospirillum_barnesii_SES-3_",22,22,0,0
"1253","Sulfurospirillum_deleyianum_DSM_6946_",23,23,0,0
"3166","Sulfurospirillum_deleyianum_DSM_6946_",23,23,0,0
"849","Sulfurovum_sp._NBC37-1_",78,78,50,65
"2762","Sulfurovum_sp._NBC37-1_",78,78,50,65
"1799","Sutterella_wadsworthensis_2_1_59BFAA_",15,15,0,0
"3712","Sutterella_wadsworthensis_2_1_59BFAA_",15,15,0,0
"1798","Sutterella_wadsworthensis_3_1_45B_",18,18,0,0
"3711","Sutterella_wadsworthensis_3_1_45B_",18,18,0,0
"592","Symbiobacterium_thermophilum_IAM_14863_",36,36,0,57
"2505","Symbiobacterium_thermophilum_IAM_14863_",36,36,0,57
"521","Synechococcus_elongatus_PCC_6301_",43,52,64,64
"2434","Synechococcus_elongatus_PCC_6301_",43,52,64,64
"24","Synechococcus_elongatus_PCC_7942_",33,33,0,0
"1937","Synechococcus_elongatus_PCC_7942_",33,33,0,0
"147","Synechococcus_sp._CC9311_",0,0,39,39
"2060","Synechococcus_sp._CC9311_",0,0,39,39
"692","Synechococcus_sp._JA-2-3B'a",20,20,0,0
"2605","Synechococcus_sp._JA-2-3B'a",20,20,0,0
"338","Synechococcus_sp._PCC_6312_",80,80,0,0
"2251","Synechococcus_sp._PCC_6312_",80,80,0,0
"86","Synechococcus_sp._PCC_7002_",28,46,0,0
"1999","Synechococcus_sp._PCC_7002_",28,46,0,0
"212","Synechococcus_sp._PCC_7335_",24,24,0,0
"2125","Synechococcus_sp._PCC_7335_",24,24,0,0
"672","Synechococcus_sp._RCC307_",38,38,59,59
"2585","Synechococcus_sp._RCC307_",38,38,59,59
"87","Synechococcus_sp._WH_7803_",36,36,54,54
"2000","Synechococcus_sp._WH_7803_",36,36,54,54
"201","Synechococcus_sp._WH_8102_",40,40,55,55
"2114","Synechococcus_sp._WH_8102_",40,40,55,55
"294","Synechococcus_sp._WH_8109_",39,39,52,52
"2207","Synechococcus_sp._WH_8109_",39,39,52,52
"25","Synechocystis_sp._PCC_6714_",36,59,32,36
"1938","Synechocystis_sp._PCC_6714_",36,59,32,36
"735","Syntrophobacter_fumaroxidans_MPOB_",35,35,0,15
"2648","Syntrophobacter_fumaroxidans_MPOB_",35,35,0,15
"1585","Syntrophobotulus_glycolicus_DSM_8271_",27,27,0,0
"3498","Syntrophobotulus_glycolicus_DSM_8271_",27,27,0,0
"734","Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311_",0,0,0,9
"2647","Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311_",0,0,0,9
"1571","Syntrophothermus_lipocalidus_DSM_12680_",41,41,0,25
"3484","Syntrophothermus_lipocalidus_DSM_12680_",41,41,0,25
"131","Syntrophus_aciditrophicus_SB_",30,30,0,19
"2044","Syntrophus_aciditrophicus_SB_",30,30,0,19
"360","Tannerella_forsythia_ATCC_43037_",86,86,69,46
"2273","Tannerella_forsythia_ATCC_43037_",86,86,69,46
"1567","Tatumella_morbirosei_",27,27,0,32
"3480","Tatumella_morbirosei_",27,27,0,32
"825","Teredinibacter_turnerae_T7901_",83,83,65,65
"2738","Teredinibacter_turnerae_T7901_",83,83,65,65
"1453","Terribacillus_aidingensis_",0,0,0,33
"3366","Terribacillus_aidingensis_",0,0,0,33
"931","Terriglobus_saanensis_SP1PR4_",21,21,0,0
"2844","Terriglobus_saanensis_SP1PR4_",21,21,0,0
"514","Thalassobacter_stenotrophicus_",35,156,0,0
"2427","Thalassobacter_stenotrophicus_",35,156,0,0
"1528","Thalassobium_sp._R2A62_",34,34,0,0
"3441","Thalassobium_sp._R2A62_",34,34,0,0
"606","Thauera_sp._27_",30,30,0,29
"2519","Thauera_sp._27_",30,30,0,29
"1165","Thauera_sp._63_",36,36,0,21
"3078","Thauera_sp._63_",36,36,0,21
"202","Thauera_sp._MZ1T_",32,32,0,31
"2115","Thauera_sp._MZ1T_",32,32,0,31
"1580","Thermaerobacter_marianensis_DSM_12885_",18,49,0,11
"3493","Thermaerobacter_marianensis_DSM_12885_",18,49,0,11
"1254","Thermanaerovibrio_acidaminovorans_DSM_6589_",29,29,0,0
"3167","Thermanaerovibrio_acidaminovorans_DSM_6589_",29,29,0,0
"1540","Thermincola_potens_JR_",0,0,0,23
"3453","Thermincola_potens_JR_",0,0,0,23
"62","Thermoanaerobacter_kivui_",69,77,42,42
"1975","Thermoanaerobacter_kivui_",69,77,42,42
"1767","Thermobacillus_composti_KWC4_",23,23,0,0
"3680","Thermobacillus_composti_KWC4_",23,23,0,0
"1255","Thermobaculum_terrenum_ATCC_BAA-798_",31,57,0,0
"3168","Thermobaculum_terrenum_ATCC_BAA-798_",31,57,0,0
"527","Thermobifida_fusca_YX_",0,0,0,16
"2440","Thermobifida_fusca_YX_",0,0,0,16
"1091","Thermobispora_bispora_DSM_43833_",0,0,0,13
"3004","Thermobispora_bispora_DSM_43833_",0,0,0,13
"1548","Thermocrinis_albus_DSM_14484_",33,33,0,0
"3461","Thermocrinis_albus_DSM_14484_",33,33,0,0
"1642","Thermodesulfatator_indicus_DSM_15286_",0,0,0,10
"3555","Thermodesulfatator_indicus_DSM_15286_",0,0,0,10
"573","Thermodesulfobacterium_commune_DSM_2178_",0,0,0,8
"2486","Thermodesulfobacterium_commune_DSM_2178_",0,0,0,8
"1902","Thermodesulfobacterium_geofontis_OPF15_",27,27,0,0
"3815","Thermodesulfobacterium_geofontis_OPF15_",27,27,0,0
"572","Thermodesulfovibrio_yellowstonii_DSM_11347_",33,33,0,17
"2485","Thermodesulfovibrio_yellowstonii_DSM_11347_",33,33,0,17
"615","Thermomicrobium_roseum_DSM_5159_",23,77,0,0
"2528","Thermomicrobium_roseum_DSM_5159_",23,77,0,0
"1337","Thermosediminibacter_oceani_DSM_16646_",30,30,0,28
"3250","Thermosediminibacter_oceani_DSM_16646_",30,30,0,28
"933","Thermosinus_carboxydivorans_Nor1_",29,29,0,20
"2846","Thermosinus_carboxydivorans_Nor1_",29,29,0,20
"453","Thermotoga_maritima_MSB8_",49,49,49,49
"2366","Thermotoga_maritima_MSB8_",49,49,49,49
"1427","Thermovirga_lienii_DSM_17291_",31,31,0,0
"3340","Thermovirga_lienii_DSM_17291_",31,31,0,0
"1171","Thermus_aquaticus_Y51MC23_",19,19,0,0
"3084","Thermus_aquaticus_Y51MC23_",19,19,0,0
"1801","Thermus_scotoductus_SA-01_",38,38,0,0
"3714","Thermus_scotoductus_SA-01_",38,38,0,0
"493","Thermus_thermophilus_HB27_",15,15,0,17
"2406","Thermus_thermophilus_HB27_",15,15,0,17
"1769","Thioalkalimicrobium_aerophilum_AL3_",20,20,0,32
"3682","Thioalkalimicrobium_aerophilum_AL3_",20,20,0,32
"1770","Thioalkalimicrobium_cyclicum_ALM1_",23,23,0,28
"3683","Thioalkalimicrobium_cyclicum_ALM1_",23,23,0,28
"909","Thioalkalivibrio_sp._K90mix_",23,23,0,17
"2822","Thioalkalivibrio_sp._K90mix_",23,23,0,17
"908","Thioalkalivibrio_sulfidiphilus_HL-EbGr7_",22,22,0,17
"2821","Thioalkalivibrio_sulfidiphilus_HL-EbGr7_",22,22,0,17
"1755","Thioalkalivibrio_thiocyanoxidans_ARh_4_",0,0,0,13
"3668","Thioalkalivibrio_thiocyanoxidans_ARh_4_",0,0,0,13
"591","Thiobacillus_denitrificans_ATCC_25259_",27,85,0,22
"2504","Thiobacillus_denitrificans_ATCC_25259_",27,85,0,22
"1894","Thiocapsa_marina_5811_",27,27,0,18
"3807","Thiocapsa_marina_5811_",27,27,0,18
"1881","Thiocystis_violascens_DSM_198_",26,26,0,19
"3794","Thiocystis_violascens_DSM_198_",26,26,0,19
"1882","Thioflavicoccus_mobilis_8321_",18,18,0,15
"3795","Thioflavicoccus_mobilis_8321_",18,18,0,15
"675","Thiomicrospira_crunogena_XCL-2_",0,0,0,21
"2588","Thiomicrospira_crunogena_XCL-2_",0,0,0,21
"992","Thiomonas_arsenitoxydans_",178,178,39,163
"2905","Thiomonas_arsenitoxydans_",178,178,39,163
"184","Thiomonas_intermedia_K12_",28,74,0,34
"2097","Thiomonas_intermedia_K12_",28,74,0,34
"1883","Thiorhodococcus_drewsii_AZ1_",0,0,0,24
"3796","Thiorhodococcus_drewsii_AZ1_",0,0,0,24
"1884","Thiorhodospira_sibirica_ATCC_700588_",21,21,0,0
"3797","Thiorhodospira_sibirica_ATCC_700588_",21,21,0,0
"1522","Thiorhodovibrio_sp._970_",28,28,0,19
"3435","Thiorhodovibrio_sp._970_",28,28,0,19
"1478","Tolumonas_auensis_DSM_9187_",26,26,0,20
"3391","Tolumonas_auensis_DSM_9187_",26,26,0,20
"454","Treponema_denticola_ATCC_35405_",75,75,75,96
"2367","Treponema_denticola_ATCC_35405_",75,75,75,96
"455","Treponema_pallidum_subsp._pallidum_str._Nichols_",29,29,0,0
"2368","Treponema_pallidum_subsp._pallidum_str._Nichols_",29,29,0,0
"1836","Treponema_phagedenis_F0421_",39,39,0,39
"3749","Treponema_phagedenis_F0421_",39,39,0,39
"1291","Treponema_primitia_ZAS-2_",24,24,0,0
"3204","Treponema_primitia_ZAS-2_",24,24,0,0
"358","Trichodesmium_erythraeum_IMS101_",21,21,0,0
"2271","Trichodesmium_erythraeum_IMS101_",21,21,0,0
"359","Tropheryma_whipplei_str._Twist_",33,33,0,6
"2272","Tropheryma_whipplei_str._Twist_",33,33,0,6
"1591","Truepera_radiovictrix_DSM_17093_",16,16,0,0
"3504","Truepera_radiovictrix_DSM_17093_",16,16,0,0
"1219","Tsukamurella_paurometabola_DSM_20162_",0,0,0,18
"3132","Tsukamurella_paurometabola_DSM_20162_",0,0,0,18
"1731","Turicibacter_sanguinis_PC909_",24,24,0,23
"3644","Turicibacter_sanguinis_PC909_",24,24,0,23
"1376","Ureaplasma_urealyticum_serovar_10_str._ATCC_33699_",52,52,52,52
"3289","Ureaplasma_urealyticum_serovar_10_str._ATCC_33699_",52,52,52,52
"1480","Variovorax_paradoxus_EPS_",35,35,0,37
"3393","Variovorax_paradoxus_EPS_",35,35,0,37
"1284","Variovorax_paradoxus_S110_",47,47,0,31
"3197","Variovorax_paradoxus_S110_",47,47,0,31
"1303","Veillonella_dispar_ATCC_17748_",0,0,9,9
"3216","Veillonella_dispar_ATCC_17748_",0,0,9,9
"886","Verminephrobacter_eiseniae_EF01-2_",24,24,0,28
"2799","Verminephrobacter_eiseniae_EF01-2_",24,24,0,28
"495","Verrucosispora_maris_AB-18-032_",0,0,0,16
"2408","Verrucosispora_maris_AB-18-032_",0,0,0,16
"1653","Vibrio_alginolyticus_40B_",60,60,0,29
"3566","Vibrio_alginolyticus_40B_",60,60,0,29
"127","Vibrio_anguillarum_",104,120,76,92
"2040","Vibrio_anguillarum_",104,120,76,92
"1906","Vibrio_caribbeanicus_ATCC_BAA-2122_",23,23,0,24
"3819","Vibrio_caribbeanicus_ATCC_BAA-2122_",23,23,0,24
"456","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_",161,161,101,140
"2369","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_",161,161,101,140
"752","Vibrio_cholerae_O395_",117,117,94,116
"2665","Vibrio_cholerae_O395_",117,117,94,116
"1658","Vibrio_coralliilyticus_ATCC_BAA-450_",32,32,0,21
"3571","Vibrio_coralliilyticus_ATCC_BAA-450_",32,32,0,21
"623","Vibrio_fischeri_ES114_",111,111,67,92
"2536","Vibrio_fischeri_ES114_",111,111,67,92
"1657","Vibrio_metschnikovii_CIP_69.14_",27,27,0,21
"3570","Vibrio_metschnikovii_CIP_69.14_",27,27,0,21
"1655","Vibrio_mimicus_MB451_",25,25,0,16
"3568","Vibrio_mimicus_MB451_",25,25,0,16
"80","Vibrio_navarrensis_",23,23,0,18
"1993","Vibrio_navarrensis_",23,23,0,18
"1660","Vibrio_orientalis_CIP_102891_=_ATCC_33934_",29,29,0,24
"3573","Vibrio_orientalis_CIP_102891_=_ATCC_33934_",29,29,0,24
"1725","Vibrio_sp._N418_",28,28,0,20
"3638","Vibrio_sp._N418_",28,28,0,20
"1659","Vibrio_sp._RC586_",28,28,0,37
"3572","Vibrio_sp._RC586_",28,28,0,37
"1505","Vibrio_splendidus_ZS-139_",29,29,0,29
"3418","Vibrio_splendidus_ZS-139_",29,29,0,29
"1421","Vibrio_tasmaniensis_LGP32_",26,26,0,20
"3334","Vibrio_tasmaniensis_LGP32_",26,26,0,20
"15","Vibrio_vulnificus_",71,71,0,57
"1928","Vibrio_vulnificus_",71,71,0,57
"1764","Waddlia_chondrophila_WSU_86-1044_",31,31,31,34
"3677","Waddlia_chondrophila_WSU_86-1044_",31,31,31,34
"119","Weissella_hellenica_",0,0,0,27
"2032","Weissella_hellenica_",0,0,0,27
"1446","Weissella_paramesenteroides_ATCC_33313_",16,16,0,24
"3359","Weissella_paramesenteroides_ATCC_33313_",16,16,0,24
"1389","Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_",43,43,43,43
"3302","Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_",43,43,43,43
"291","Wolbachia_endosymbiont_of_Drosophila_melanogaster_",43,43,43,43
"2204","Wolbachia_endosymbiont_of_Drosophila_melanogaster_",43,43,43,43
"551","Wolinella_succinogenes_DSM_1740_",80,80,67,67
"2464","Wolinella_succinogenes_DSM_1740_",80,80,67,67
"189","Xanthobacter_autotrophicus_Py2_",26,26,0,0
"2102","Xanthobacter_autotrophicus_Py2_",26,26,0,0
"830","Xanthomonas_albilineans_GPE_PC73_",116,116,55,82
